id	assembly_id	accession	organism	infraspecies	assembly_status	organization	taxid	biosample	coverage	replicon_count	chromosome_count	non_chromosome_replicon_count	contig_count	contig_l50_count	contig_n50_count	scaffold	scaffold_l50_count	scaffold_n50_count	total_length	ungapped_length	genbank_bioproject	wgs_project	submission_date	sequence_release_date	assembly_release_date	id	warning	biosample_id	biosample_accession	biosample_secondary_accession	bioproject_accession	organism	strain	organization	collection_date	geographic_location	latitude	longitude	latitude_and_longitude	host	biovar	description	publication_date	modification_date
52	661578	GCF_000382505.1	Yersinia pestis G1670E (enterobacteria)	G1670E	Contig	University of Florida	1325475	SAMN01902219	20	0	0	0	214	42	36157	214	42	36157	4532024	4532024	PRJNA38409	AOMY01	2013-04-25 0:00	2013-04-25 0:00	2013-04-25 0:00	217		1902219	SAMN01902219		PRJNA38409	Yersinia pestis G1670E	G1670E	US Army Edgewood Chemical Biological Center	1979	Georgia: Ninotsminda				Flea		General Sample for Yersinia pestis str. G1670E	2013-01-29	2014-03-06
99	612748	GCF_000324885.1	Yersinia pestis G1996006 (enterobacteria)	G1996006	Contig	Beijing Genomics Institute	755873	SAMN02403078	62	0	0	0	842	124	11248	842	124	11248	4542684	4542684	PRJNA47685	ADSE01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	39		2403078	SAMN00115149	SAMN02403078	PRJNA47685	Yersinia pestis G1996006	G1996006	Beijing Genomics Institute	1996	"Tibet, China"	27.98	91.91		Human	Antiqua	Generic sample from Yersinia pestis G1996006	2013-11-15	2014-03-07
98	612768	GCF_000324905.1	Yersinia pestis G1996010 (enterobacteria)	G1996010	Contig	Beijing Genomics Institute	755872	SAMN02403079	75	0	0	0	772	117	12016	772	117	12016	4552418	4552418	PRJNA47685	ADSF01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	38		2403079	SAMN00115148	SAMN02403079	PRJNA47685	Yersinia pestis G1996010	G1996010	Beijing Genomics Institute	1996	"Tibet, China"	28.46	92.42		Pseudois nayaur	Antiqua	Generic sample from Yersinia pestis G1996010	2013-11-15	2014-03-07
51	661598	GCF_000382525.1	Yersinia pestis G3768 (enterobacteria)	G3768	Contig	US Army Edgewood Chemical Biological Center	649715	SAMN01902220	18	0	0	0	252	47	32335	252	47	32335	4523489	4523489	PRJNA38305	AOMZ01	2013-04-25 0:00	2013-04-25 0:00	2013-04-25 0:00	218		1902220	SAMN01902220		PRJNA38305	Yersinia pestis G3768	G3768	US Army Edgewood Chemical Biological Center	1983	"Ninotsminda, Georgia"				Flea		General Sample for Yersinia pestis str. G3768	2013-01-27	2013-01-30
97	612788	GCF_000324925.1	Yersinia pestis G8786 (enterobacteria)	G8786	Contig	Beijing Genomics Institute	755957	SAMN02403080	58	0	0	0	829	122	10813	829	122	10813	4325798	4325798	PRJNA47685	ADSG01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	124		2403080	SAMN00115234	SAMN02403080	PRJNA47685	Yersinia pestis G8786	G8786	Beijing Genomics Institute	1992	"Ninotsminda, Georgia"	NA	NA		Common vole	Microtus	Generic sample from Yersinia pestis G8786	2013-11-15	2014-03-07
96	612808	GCF_000324945.1	Yersinia pestis H1958004 (enterobacteria)	H1958004	Contig	Beijing Genomics Institute	755931	SAMN02403081	53	0	0	0	1339	188	7070	1339	188	7070	4195425	4195425	PRJNA47685	ADSH01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	96		2403081	SAMN00115206	SAMN02403081	PRJNA47685	Yersinia pestis H1958004	H1958004	Beijing Genomics Institute	1958	"Jilin, China"	43.87	126.57		Spermophilus dauricus	Mediaevalis	Generic sample from Yersinia pestis H1958004	2013-11-15	2014-03-07
95	612828	GCF_000324965.1	Yersinia pestis H1959004 (enterobacteria)	H1959004	Contig	Beijing Genomics Institute	755879	SAMN02403082	56	0	0	0	946	138	9836	946	138	9836	4470270	4470270	PRJNA47685	ADSI01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	45		2403082	SAMN00115155	SAMN02403082	PRJNA47685	Yersinia pestis H1959004	H1959004	Beijing Genomics Institute	1959	"Jilin, China"	45.2	124.82		Rattus norvegicus	Antiqua	Generic sample from Yersinia pestis H1959004	2013-11-15	2014-03-07
285	371458	GCF_000186725.1	Yersinia pestis biovar Medievalis str. Harbin 35 (enterobacteria)	Harbin 35	Complete Genome	ERIC (Enteropathogen Resource Integration Center)	547048	SAMN02603222	0	4	1	3	4	1	4532063	0	1	4532063	4709501	4709501	PRJNA30505		2011-01-25 0:00	2011-01-25 0:00	2011-01-25 0:00	307		2603222	SAMN02603222		PRJNA30505	Yersinia pestis biovar Medievalis str. Harbin 35	Harbin 35	NCBI	1940	China: Manchuria				Human	Medievalis	Sample from Yersinia pestis biovar Medievalis str. Harbin 35	2014-01-30	2015-05-18
306	251231	GCF_000834275.1	Yersinia pestis (enterobacteria)	Harbin35	Complete Genome	Los Alamos National Laboratory	632	SAMN02769655	366	4	1	3	4	1	4531804	0	1	4531804	4709246	4709246	PRJNA240100		2015-02-09 0:00	2015-02-09 0:00	2015-02-09 0:00	328		2769655	SAMN02769655		PRJNA240100	Yersinia pestis	Harbin35	Los Alamos National Laboratory	1940	China: Manchuria					Medievalis	Microbe sample from Yersinia pestis	2014-05-12	2014-11-06
94	612848	GCF_000324985.1	Yersinia pestis I160001 (enterobacteria)	I160001	Contig	Beijing Genomics Institute	755958	SAMN02403083	67	0	0	0	1222	175	7820	1222	175	7820	4399336	4399336	PRJNA47685	ADSJ01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	125		2403083	SAMN00115235	SAMN02403083	PRJNA47685	Yersinia pestis I160001	I160001	Beijing Genomics Institute	1987	"Xinjiang, China"	38.09	85.32		Marmota himalayana	Mediaevalis	Generic sample from Yersinia pestis I160001	2013-11-15	2014-03-07
93	612868	GCF_000325005.1	Yersinia pestis I1969003 (enterobacteria)	I1969003	Contig	Beijing Genomics Institute	755914	SAMN02403084	80	0	0	0	1213	183	7493	1213	183	7493	4512122	4512122	PRJNA47685	ADSK01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	79		2403084	SAMN00115189	SAMN02403084	PRJNA47685	Yersinia pestis I1969003	I1969003	Beijing Genomics Institute	1969	"Ningxia, China"	38.1	106.34		Meriones unguiculatus	Mediaevalis	Generic sample from Yersinia pestis I1969003	2013-11-15	2014-03-07
92	612888	GCF_000325025.1	Yersinia pestis I1970005 (enterobacteria)	I1970005	Contig	Beijing Genomics Institute	755952	SAMN02403085	49	0	0	0	1199	179	7806	1199	179	7806	4429836	4429836	PRJNA47685	ADSL01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	117		2403085	SAMN00115227	SAMN02403085	PRJNA47685	Yersinia pestis I1970005	I1970005	Beijing Genomics Institute	1970	"Inner Mongolia, China"	39.12	107.97		Meriones unguiculatus	Mediaevalis	Generic sample from Yersinia pestis I1970005	2013-11-15	2014-03-07
91	612908	GCF_000325045.1	Yersinia pestis I1991001 (enterobacteria)	I1991001	Contig	Beijing Genomics Institute	755858	SAMN02403086	54	0	0	0	1191	161	8329	1191	161	8329	4335804	4335804	PRJNA47685	ADSM01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	24		2403086	SAMN00115134	SAMN02403086	PRJNA47685	Yersinia pestis I1991001	I1991001	Beijing Genomics Institute	1991	"Inner Mongolia, China"	41.55	108.52		Meriones unguiculatus	Mediaevalis	Generic sample from Yersinia pestis I1991001	2013-11-15	2014-03-07
90	612928	GCF_000325065.1	Yersinia pestis I1994006 (enterobacteria)	I1994006	Contig	Beijing Genomics Institute	755910	SAMN02403087	69	0	0	0	1247	183	7589	1247	183	7589	4498336	4498336	PRJNA47685	ADSN01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	75		2403087	SAMN00115185	SAMN02403087	PRJNA47685	Yersinia pestis I1994006	I1994006	Beijing Genomics Institute	1994	"Hebei, China"	41.87	114.6		Citellophilus tesquorum sungaris	Mediaevalis	Generic sample from Yersinia pestis I1994006	2013-11-15	2014-03-07
47	711101	GCA_001601285.1	Yersinia pestis (enterobacteria)	I1996	Contig	"Russian Research Anti-Plague institute ""Microbe"""	632	SAMN04357319	48	0	0	0	285	43	36268	285	43	36268	4605196	4605196	PRJNA306613	LPVG01	2016-03-28 0:00	2016-03-28 0:00	2016-03-28 0:00	426		4357319	SAMN04357319		PRJNA306613	Yersinia pestis	I1996	"Russian Research Anti-Plague institute ""Microbe"""	1980	Russia: Zabaicalskiy krai			50.609718 N 115.708895 E			Pathogen: environmental/food/other sample from Yersinia pestis	2015-12-21	2015-12-21
89	612948	GCF_000325085.1	Yersinia pestis I2001001 (enterobacteria)	I2001001	Contig	Beijing Genomics Institute	755916	SAMN02403088	87	0	0	0	1526	256	5109	1526	256	5109	4509469	4509469	PRJNA47685	ADSO01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	81		2403088	SAMN00115191	SAMN02403088	PRJNA47685	Yersinia pestis I2001001	I2001001	Beijing Genomics Institute	2001	"Shaanxi, China"	37.6	107.59		Meriones unguiculatus	Mediaevalis	Generic sample from Yersinia pestis I2001001	2013-11-15	2014-03-07
311	230968	GCF_000182505.1	Yersinia pestis biovar Orientalis str. India 195 (enterobacteria)	India 195	Scaffold	ERIC (Enteropathogen Resource Integration Center)	547047	SAMN02403942	0	3	0	3	41	5	373283	27	5	387666	4719608	4719328	PRJNA30507	ACNR01	2009-05-08 0:00	2009-05-08 0:00	2009-05-08 0:00	249		2403942	SAMN02403942		PRJNA30507	Yersinia pestis biovar Orientalis str. India 195	India 195	ERIC (Enteropathogen Resource Integration Center)	1898	India	NA	NA		Human	Orientalis	Generic sample from Yersinia pestis biovar Orientalis str. India 195	2013-11-15	2014-03-07
190	494208	GCF_000311885.1	Yersinia pestis INS (enterobacteria)	INS	Contig	Instituto Nacional de Salud	1159617	SAMN02403946	250	0	0	0	18	4	480441	18	4	480441	4651700	4651700	PRJNA169908	AMQL01	2012-11-09 0:00	2012-11-09 0:00	2012-11-09 0:00	252		2403946	SAMN02403946		PRJNA169908	Yersinia pestis INS	INS	Instituto Nacional de Salud	2010	"Peru,  Trujillo"				Homo sapiens		General Sample for Yersinia pestis INS	2013-11-15	2014-06-09
273	444158	GCF_000168235.2	Yersinia pestis biovar Orientalis str. IP275 (enterobacteria)	IP275	Contig	TIGR	373665	SAMN02404398	0	1	0	1	102	12	182913	101	12	182913	5322065	5322065	PRJNA16376	AAOS02	2008-01-17 0:00	2008-01-17 0:00	2008-01-17 0:00	253		2404398	SAMN02404398		PRJNA16376	Yersinia pestis biovar Orientalis str. IP275	IP275	TIGR	1995	Madagascar	NA	NA		Human	Orientalis	Generic sample from Yersinia pestis biovar Orientalis str. IP275	2013-11-15	2015-02-11
88	612968	GCF_000325105.1	Yersinia pestis J1963002 (enterobacteria)	J1963002	Contig	Beijing Genomics Institute	755936	SAMN02403089	55	0	0	0	1119	153	9000	1119	153	9000	4434765	4434765	PRJNA47685	ADSP01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	101		2403089	SAMN00115211	SAMN02403089	PRJNA47685	Yersinia pestis J1963002	J1963002	Beijing Genomics Institute	1963	"Gansu, China"	35.72	105.08		Citellophilus tesquorum sungaris	Mediaevalis	Generic sample from Yersinia pestis J1963002	2013-11-15	2014-03-07
87	612988	GCF_000325125.1	Yersinia pestis J1978002 (enterobacteria)	J1978002	Contig	Beijing Genomics Institute	755912	SAMN02403090	68	0	0	0	1098	181	7722	1098	181	7722	4532297	4532297	PRJNA47685	ADSQ01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	77		2403090	SAMN00115187	SAMN02403090	PRJNA47685	Yersinia pestis J1978002	J1978002	Beijing Genomics Institute	1978	"Ningxia, China"	36.56	105.64		Spermophilus alaschanicus	Mediaevalis	Generic sample from Yersinia pestis J1978002	2013-11-15	2014-03-07
297	251541	GCF_000834905.1	Yersinia pestis (enterobacteria)	Java9	Chromosome	Los Alamos National Laboratory	632	SAMN03216587	590	5	1	4	5	1	4672688	0	1	4672688	4830559	4829759	PRJNA240107		2015-02-09 0:00	2015-02-09 0:00	2015-02-09 0:00	346		3216587	SAMN03216587		PRJNA240107	Yersinia pestis	Java9	Los Alamos National Laboratory	unknown	"Indonesia, Java"						Microbe sample from Yersinia pestis	2015-02-11	2015-08-19
86	613008	GCF_000325145.1	Yersinia pestis K11973002 (enterobacteria)	K11973002	Contig	Beijing Genomics Institute	755928	SAMN02403091	74	0	0	0	910	127	10802	910	127	10802	4383307	4383307	PRJNA47685	ADSR01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	93		2403091	SAMN00115203	SAMN02403091	PRJNA47685	Yersinia pestis K11973002	K11973002	Beijing Genomics Institute	1973	"Xinjiang, China"	37.12	79.94		Marmota himalayana	Mediaevalis	Generic sample from Yersinia pestis K11973002	2013-11-15	2014-03-07
318	207758	GCF_000169655.1	Yersinia pestis biovar Mediaevalis str. K1973002 (enterobacteria)	K1973002	Contig	TIGR	404216	SAMN02404402	0	0	0	0	73	5	234583	73	5	234583	4720694	4720694	PRJNA17687	AAYT01	2007-03-26 0:00	2007-03-26 0:00	2007-03-26 0:00	257		2404402	SAMN02404402		PRJNA17687	Yersinia pestis biovar Mediaevalis str. K1973002	K1973002	TIGR	1973	"China, Xinjiang"				Marmota himalayana	medievalis	Generic sample from Yersinia pestis biovar Mediaevalis str. K1973002	2013-11-15	2014-03-07
85	613028	GCF_000325165.1	Yersinia pestis K21985002 (enterobacteria)	K21985002	Contig	Beijing Genomics Institute	755927	SAMN02403092	67	0	0	0	1264	184	7167	1264	184	7167	4399142	4399142	PRJNA47685	ADSS01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	92		2403092	SAMN00115202	SAMN02403092	PRJNA47685	Yersinia pestis K21985002	K21985002	Beijing Genomics Institute	1985	"Xinjiang, China"	39	88.1		Marmota himalayana	Antiqua	Generic sample from Yersinia pestis K21985002	2013-11-15	2014-03-07
342	28228	GCF_000006645.1	Yersinia pestis KIM10+ (enterobacteria)	KIM	Complete Genome	Univ. Wisconsin	187410	SAMN02604093	0	2	1	1	2	1	4600755	0	1	4600755	4701745	4701745	PRJNA288		2002-07-29 0:00	2002-07-29 0:00	2002-07-29 0:00	313		2604093	SAMN02604093		PRJNA288	Yersinia pestis KIM10+	KIM10+	NCBI	1961	Kurdistan	NA	NA		Human	Mediaevalis	Sample from Yersinia pestis KIM10+	2014-01-30	2015-05-18
308	231328	GCF_000182705.1	Yersinia pestis KIM D27 (enterobacteria)	KIM D27	Scaffold	J. Craig Venter Institute	687916	SAMN02404405	33	3	0	3	9	1	4501057	1	1	4501057	4681648	4681648	PRJNA41469	ADDC01	2009-12-08 0:00	2009-12-08 0:00	2009-12-08 0:00	23		2404405	SAMN00004706	SAMN02404405	PRJNA41469	Yersinia pestis KIM D27	KIM D27	J. Craig Venter Institute	1968	Kurdistan						Generic sample from Yersinia pestis KIM D27	2013-11-15	2015-02-12
42	722271	GCF_001613895.1	Yersinia pestis (enterobacteria)	KM-816	Contig	"Russian Research Anti-Plague institute ""Microbe"""	632	SAMN04364500	48	0	0	0	246	39	41993	246	39	41993	4575724	4575724	PRJNA306824	LPXU01	2016-04-07 0:00	2016-04-07 0:00	2016-04-07 0:00	429		4364500	SAMN04364500		PRJNA306824	Yersinia pestis	KM-816	"Russian Research Anti-Plague institute ""Microbe"""	1990	Turkmenistan: Balkany			41.000137 N 55.666886999999974 E	Rhombomys opimus		Pathogen: environmental/food/other sample from Yersinia pestis	2015-12-23	2015-12-23
65	640961	GCA_001559935.1	Yersinia pestis (enterobacteria)	KM918	Contig	Russian Research Anti-Plague Institute 'Microbe'	632	SAMN04331740	48	0	0	0	402	61	24044	402	61	24044	4552595	4552595	PRJNA305705	LPQY01	2016-02-11 0:00	2016-02-11 0:00	2016-02-11 0:00	423		4331740	SAMN04331740		PRJNA305705	Yersinia pestis	KM918	Russian Research Anti-Plague Institute 'Microbe'	1989	"Russia: Kabardino-Balkaria, Gizhgit Natural Boundary"			43.47001 N 42.992790000000014 E	Ctenophthalmus orientalis		Pathogen: environmental/food/other sample from Yersinia pestis	2015-12-11	2016-02-11
84	613048	GCF_000325185.1	Yersinia pestis M0000002 (enterobacteria)	M0000002	Contig	Beijing Genomics Institute	755897	SAMN02403093	54	0	0	0	1135	151	9140	1135	151	9140	4441674	4441674	PRJNA47685	ADST01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	246	POSSIBLE SECONDARY ACCESSION IN SRA	2403093	SAMN02403093		PRJNA47685	Yersinia pestis M0000002	M0000002	Beijing Genomics Institute	2001	"Qinghai, China"	33.35	97.12		Microtus fuscus	Microtus	Generic sample from Yersinia pestis M0000002	2013-11-15	2014-03-07
35	724391	GCF_001617815.1	Yersinia pestis (enterobacteria)	M-1453	Contig	"Russian Research Anti-Plague institute ""Microbe"""	632	SAMN04376922	48	0	0	0	316	49	34920	316	49	34920	4476549	4476549	PRJNA307223	LQAY01	2016-04-08 0:00	2016-04-08 0:00	2016-04-08 0:00	436		4376922	SAMN04376922		PRJNA307223	Yersinia pestis	M-1453	"Russian Research Anti-Plague institute ""Microbe"""	1991	"Kazakhstan: Guryev region, Makhambet district"			47.636863 N 51.70316200000002 E	Rhombomys opimus		Pathogen: environmental/food/other sample from Yersinia pestis	2015-12-30	2015-12-30
38	724341	GCA_001617725.1	Yersinia pestis (enterobacteria)	M-1484	Contig	"Russian Research Anti-Plague institute ""Microbe"""	632	SAMN04376037	48	0	0	0	404	49	30419	404	49	30419	4519703	4519703	PRJNA307152	LQAV01	2016-04-08 0:00	2016-04-08 0:00	2016-04-08 0:00	431		4376037	SAMN04376037		PRJNA307152	Yersinia pestis	M-1484	"Russian Research Anti-Plague institute ""Microbe"""	1992	Russia			missing	Citellus pygmaeus		Pathogen: environmental/food/other sample from Yersinia pestis	2015-12-29	2015-12-30
41	724311	GCF_001617735.1	Yersinia pestis (enterobacteria)	M-1763	Contig	"Russian Research Anti-Plague institute ""Microbe"""	632	SAMN04376042	48	0	0	0	316	46	31225	316	46	31225	4562327	4562327	PRJNA307156	LQAW01	2016-04-08 0:00	2016-04-08 0:00	2016-04-08 0:00	432		4376042	SAMN04376042		PRJNA307156	Yersinia pestis	M-1763	"Russian Research Anti-Plague institute ""Microbe"""	2002	"Russia: Astrakhan region, Krasnoyarsk District"			missing	Nosopsyllus laeviceps		Pathogen: environmental/food/other sample from Yersinia pestis	2015-12-29	2015-12-30
49	708151	GCA_001595585.1	Yersinia pestis (enterobacteria)	M-1864	Contig	Russian Research Anti-Plague Institute 'Microbe'	632	SAMN04329024	48	0	0	0	292	45	36185	292	45	36185	4569596	4569596	PRJNA305573	LOHR01	2016-03-21 0:00	2016-03-21 0:00	2016-03-21 0:00	422		4329024	SAMN04329024		PRJNA305573	Yersinia pestis	M-1864	Russian Research Anti-Plague Institute 'Microbe'	2009	"Russia: Kalmykia, Lagansky District"			45.217463 N 47.06267700000001 E	Meriones meridianus		Pathogen: environmental/food/other sample from Yersinia pestis	2015-12-10	2015-12-10
40	724321	GCF_001617715.1	Yersinia pestis (enterobacteria)	M-519	Contig	"Russian Research Anti-Plague institute ""Microbe"""	632	SAMN04376048	48	0	0	0	255	40	39937	255	40	39937	4574099	4574099	PRJNA307162	LQAX01	2016-04-08 0:00	2016-04-08 0:00	2016-04-08 0:00	433		4376048	SAMN04376048		PRJNA307162	Yersinia pestis	M-519	"Russian Research Anti-Plague institute ""Microbe"""	1967	Turkmenistan: Kizyl-Atrek Region			missing	Rhombomys opimus		Pathogen: environmental/food/other sample from Yersinia pestis	2015-12-29	2015-12-30
37	724351	GCF_001617785.1	Yersinia pestis (enterobacteria)	M-549	Contig	"Russian Research Anti-Plague institute ""Microbe"""	632	SAMN04376917	48	0	0	0	290	38	41999	290	38	41999	4505675	4505675	PRJNA307216	LQBA01	2016-04-08 0:00	2016-04-08 0:00	2016-04-08 0:00	434		4376917	SAMN04376917		PRJNA307216	Yersinia pestis	M-549	"Russian Research Anti-Plague institute ""Microbe"""	1977	Turkmenistan: Krasnovodsk Region			41.679476 N 54.966508999999974 E	Rhombomys opimus		Pathogen: environmental/food/other sample from Yersinia pestis	2015-12-30	2015-12-30
43	722261	GCF_001613885.1	Yersinia pestis (enterobacteria)	M-978	Contig	"Russian Research Anti-Plague institute ""Microbe"""	632	SAMN04364306	48	0	0	0	435	60	25920	435	60	25920	4589918	4589918	PRJNA306809	LPXT01	2016-04-07 0:00	2016-04-07 0:00	2016-04-07 0:00	428		4364306	SAMN04364306		PRJNA306809	Yersinia pestis	M-978	"Russian Research Anti-Plague institute ""Microbe"""	1990	"Russia: Republic of Kalmykia, Ketchenerovsky District"			47.10023 N 45.707251999999926 E	Spermophilus pygmaeus		Pathogen: environmental/food/other sample from Yersinia pestis	2015-12-23	2015-12-23
319	207718	GCF_000169635.1	Yersinia pestis biovar Orientalis str. MG05-1020 (enterobacteria)	MG05-1020	Contig	TIGR	404217	SAMN02404403	0	0	0	0	80	5	392214	80	5	392214	4977609	4977609	PRJNA17689	AAYS01	2007-03-26 0:00	2007-03-26 0:00	2007-03-26 0:00	258		2404403	SAMN02404403		PRJNA17689	Yersinia pestis biovar Orientalis str. MG05-1020	MG05-1020	TIGR	2005	Madagascar	NA	NA		Human	Orientalis	Generic sample from Yersinia pestis biovar Orientalis str. MG05-1020	2013-11-15	2014-03-07
83	613068	GCF_000325205.1	Yersinia pestis MGJZ11 (enterobacteria)	MGJZ11	Contig	Beijing Genomics Institute	755959	SAMN02403094	60	0	0	0	859	124	11382	859	124	11382	4516720	4516720	PRJNA47685	ADSU01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	126		2403094	SAMN00115236	SAMN02403094	PRJNA47685	Yersinia pestis MGJZ11	MGJZ11	Beijing Genomics Institute	2000	"Bayan-Olgii, Mongolia"	48.18	89.5		Marmota sibirica	Antiqua	Generic sample from Yersinia pestis MGJZ11	2013-11-15	2014-03-07
82	613088	GCF_000325225.1	Yersinia pestis MGJZ12 (enterobacteria)	MGJZ12	Contig	Beijing Genomics Institute	755960	SAMN02403095	58	0	0	0	1203	153	8898	1203	153	8898	4438965	4438965	PRJNA47685	ADSV01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	127		2403095	SAMN00115237	SAMN02403095	PRJNA47685	Yersinia pestis MGJZ12	MGJZ12	Beijing Genomics Institute	2002	"Bayan-Olgii, Mongolia"	48.18	89.5		Marmota sibirica	Antiqua	Generic sample from Yersinia pestis MGJZ12	2013-11-15	2014-03-07
81	613108	GCF_000325245.1	Yersinia pestis MGJZ3 (enterobacteria)	MGJZ3	Contig	Beijing Genomics Institute	755961	SAMN02403096	80	0	0	0	1187	189	7265	1187	189	7265	4453871	4453871	PRJNA47685	ADSW01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	128		2403096	SAMN00115238	SAMN02403096	PRJNA47685	Yersinia pestis MGJZ3	MGJZ3	Beijing Genomics Institute	1980	"Govi-Altai, Mongolia"	45.3	95.3		Marmota sibirica	Antiqua	Generic sample from Yersinia pestis MGJZ3	2013-11-15	2014-03-07
80	613128	GCF_000325265.1	Yersinia pestis MGJZ6 (enterobacteria)	MGJZ6	Contig	Beijing Genomics Institute	755962	SAMN02403097	60	0	0	0	1016	140	9785	1016	140	9785	4368072	4368072	PRJNA47685	ADSX01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	129		2403097	SAMN00115239	SAMN02403097	PRJNA47685	Yersinia pestis MGJZ6	MGJZ6	Beijing Genomics Institute	1997	"Dornogovi, Mongolia"	43.7	110.28		Meriones meridianus	Antiqua	Generic sample from Yersinia pestis MGJZ6	2013-11-15	2014-03-07
79	613148	GCF_000325285.1	Yersinia pestis MGJZ7 (enterobacteria)	MGJZ7	Contig	Beijing Genomics Institute	755963	SAMN02403098	44	0	0	0	1325	180	7356	1325	180	7356	4365909	4365909	PRJNA47685	ADSY01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	130		2403098	SAMN00115240	SAMN02403098	PRJNA47685	Yersinia pestis MGJZ7	MGJZ7	Beijing Genomics Institute	1997	"Dornogovi, Mongolia"	43.7	110.28		Meriones meridianus	Antiqua	Generic sample from Yersinia pestis MGJZ7	2013-11-15	2014-03-07
78	613168	GCF_000325305.1	Yersinia pestis MGJZ9 (enterobacteria)	MGJZ9	Contig	Beijing Genomics Institute	755964	SAMN02403099	59	0	0	0	1082	156	8925	1082	156	8925	4474930	4474930	PRJNA47685	ADSZ01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	131		2403099	SAMN00115241	SAMN02403099	PRJNA47685	Yersinia pestis MGJZ9	MGJZ9	Beijing Genomics Institute	1998	"Govi-Altai, Mongolia"	45.3	95.3		Orip silantiwii	Antiqua	Generic sample from Yersinia pestis MGJZ9	2013-11-15	2014-03-07
294	251591	GCF_000835005.1	Yersinia pestis (enterobacteria)	Nairobi	Chromosome	Los Alamos National Laboratory	632	SAMN03256395	595	2	1	1	2	1	4463069	0	1	4563069	4572683	4472683	PRJNA240084		2015-02-09 0:00	2015-02-09 0:00	2015-02-09 0:00	349		3256395	SAMN03256395		PRJNA240084	Yersinia pestis	Nairobi	Los Alamos National Laboratory	1985	Kenya: Nairobi					A	Microbe sample Yersinia pestis Nairobi	2015-02-11	2016-03-15
339	34908	GCF_000013805.1	Yersinia pestis Nepal516 (enterobacteria)	Nepal516	Complete Genome	DOE Joint Genome Institute	377628	SAMN02598370	0	3	1	2	3	1	4534590	0	1	4534590	4646286	4646286	PRJNA16646		2006-06-09 0:00	2006-06-09 0:00	2006-06-09 0:00	303		2598370	SAMN02598370		PRJNA16646	Yersinia pestis Nepal516	Nepal516	NCBI	1967	Nepal	NA	NA		Human	Antiqua	Sample from Yersinia pestis Nepal516	2014-01-28	2015-05-18
312	230928	GCF_000182485.1	Yersinia pestis Nepal516 (enterobacteria)	Nepal516	Scaffold	ERIC (Enteropathogen Resource Integration Center)	377628	SAMN02403941	0	2	0	2	31	4	463061	19	3	620911	4629080	4628826	PRJNA30503	ACNQ01	2009-05-08 0:00	2009-05-08 0:00	2009-05-08 0:00	248		2403941	SAMN02403941		PRJNA30503	Yersinia pestis Nepal516	Nepal516	ERIC (Enteropathogen Resource Integration Center)	1967	Nepal	NA	NA		Human	Antiqua	Generic sample from Yersinia pestis Nepal516	2013-11-15	2014-03-07
298	251531	GCF_000834885.1	Yersinia pestis (enterobacteria)	Nicholisk 41	Complete Genome	Los Alamos National Laboratory	632	SAMN03216612	534	4	1	3	4	1	4523033	0	1	4523033	4700481	4700481	PRJNA240108		2015-02-09 0:00	2015-02-09 0:00	2015-02-09 0:00	347		3216612	SAMN03216612		PRJNA240108	Yersinia pestis	Nicholisk 41	Los Alamos National Laboratory	2008	China: Manchuria						Microbe sample from Yersinia pestis	2015-02-11	2015-02-11
307	251211	GCF_000834235.1	Yersinia pestis (enterobacteria)	PBM19	Complete Genome	Los Alamos National Laboratory	632	SAMN03074081	626	4	1	3	4	1	4685423	0	1	4685423	4861517	4861517	PRJNA240104		2015-02-09 0:00	2015-02-09 0:00	2015-02-09 0:00	335		3074081	SAMN03074081		PRJNA240104	Yersinia pestis	PBM19	Los Alamos National Laboratory	Unknown	Unknown						Microbe sample Yersinia pestis PBM19	2014-09-18	2015-08-19
