id	Assembly_id	AssemblyAccession	BioSampleAccession	BioSampleID	GenbankBioprojectAccession	GenbankID	RefseqBioprojectAccession	RefSeqCategory	RefSeqID	WGSAccession	Infraspecies	Isolate	Organism	SpeciesTaxonomicID	SpeciesName	TaxonomicID	AssemblyName	AssemblyStatus	AssemblyType	AssemblyCoverage	Chromosomes	ContigCount	ContigN50	ContigL50	NonChromosomalReplicons	Replicons	Scaffolds	ScaffoldN50	ScaffoldL50	TotalLength	UngappedLength	SubmitterOrganization	SubmissionDate	ReleaseDate	FTPAssemblyReport	FTPGenbank	FTPRefSeq	FTPStatsReport
322	431701	GCF_001188695.1	SAMN03782999	3782999	PRJNA224116	2032058	PRJNA224116	na	2214428	None	1412	None	Yersinia pestis 1412 (enterobacteria)	632	Yersinia pestis	1345703	ASM118869v1	Complete Genome	haploid	0	1	3	4524943	1	2	3	0	4524943	1	4733482	4733482	Los Alamos National Laboratory	2015/07/30 00:00	2015/07/30 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/695/GCF_001188695.1_ASM118869v1/GCF_001188695.1_ASM118869v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/695/GCA_001188695.1_ASM118869v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/695/GCF_001188695.1_ASM118869v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/695/GCF_001188695.1_ASM118869v1/GCF_001188695.1_ASM118869v1_assembly_stats.txt
323	431691	GCF_001188675.1	SAMN02769799	2769799	PRJNA224116	2032038	PRJNA224116	na	2214928	None	790	None	Yersinia pestis 790 (enterobacteria)	632	Yersinia pestis	1345701	ASM118867v1	Chromosome	haploid	0	1	4	3229469	1	2	3	0	4629525	1	4781906	4781806	Los Alamos National Laboratory	2015/07/30 00:00	2015/07/30 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/675/GCF_001188675.1_ASM118867v1/GCF_001188675.1_ASM118867v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/675/GCA_001188675.1_ASM118867v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/675/GCF_001188675.1_ASM118867v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/675/GCF_001188675.1_ASM118867v1/GCF_001188675.1_ASM118867v1_assembly_stats.txt
324	431561	GCF_001188335.1	SAMN03943538	3943538	PRJNA224116	2031738	PRJNA224116	na	2214788	AYLR01	1670	None	Yersinia pestis 1670 (enterobacteria)	632	Yersinia pestis	1345700	DYA_1	Contig	haploid	85.6	0	7	2933251	1	2	2	5	2933251	1	4718815	4718815	Los Alamos National Laboratory	2015/07/29 00:00	2015/07/29 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/335/GCF_001188335.1_DYA_1/GCF_001188335.1_DYA_1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/335/GCA_001188335.1_DYA_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/335/GCF_001188335.1_DYA_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/335/GCF_001188335.1_DYA_1/GCF_001188335.1_DYA_1_assembly_stats.txt
325	431501	GCF_001188325.1	SAMN03943539	3943539	PRJNA224116	2031578	PRJNA224116	na	2214568	AYLS01	14735	None	Yersinia pestis 14735 (enterobacteria)	632	Yersinia pestis	1345709	YPY_1	Scaffold	haploid	109.6	0	29	231933	7	2	2	23	231933	7	4693748	4693748	Los Alamos National Laboratory	2015/07/29 00:00	2015/07/29 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/325/GCF_001188325.1_YPY_1/GCF_001188325.1_YPY_1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/325/GCA_001188325.1_YPY_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/325/GCF_001188325.1_YPY_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/325/GCF_001188325.1_YPY_1/GCF_001188325.1_YPY_1_assembly_stats.txt
326	371458	GCF_000186725.1	SAMN02603222	2603222	PRJNA224116	241278	PRJNA224116	na	371458	None	Harbin 35	None	Yersinia pestis biovar Medievalis str. Harbin 35 (enterobacteria)	632	Yersinia pestis	547048	ASM18672v1	Complete Genome	haploid	0	1	4	4532063	1	3	4	0	4532063	1	4709501	4709501	ERIC (Enteropathogen Resource Integration Center)	2011/01/25 00:00	2011/01/25 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/725/GCF_000186725.1_ASM18672v1/GCF_000186725.1_ASM18672v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/186/725/GCA_000186725.1_ASM18672v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/725/GCF_000186725.1_ASM18672v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/725/GCF_000186725.1_ASM18672v1/GCF_000186725.1_ASM18672v1_assembly_stats.txt
327	369568	GCF_000222975.1	SAMN02603531	2603531	PRJNA224116	298348	PRJNA224116	na	369568	None	A1122	None	Yersinia pestis A1122 (enterobacteria)	632	Yersinia pestis	1035377	ASM22297v1	Complete Genome	haploid	0	1	3	4553770	1	2	3	0	4553770	1	4658411	4658411	Los Alamos National Lab	2011/08/05 00:00	2011/08/05 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/975/GCF_000222975.1_ASM22297v1/GCF_000222975.1_ASM22297v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/975/GCA_000222975.1_ASM22297v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/975/GCF_000222975.1_ASM22297v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/975/GCF_000222975.1_ASM22297v1/GCF_000222975.1_ASM22297v1_assembly_stats.txt
328	369488	GCF_000022825.1	SAMN02603872	2603872	PRJNA224116	23628	PRJNA224116	na	369488	None	D182038	None	Yersinia pestis D182038 (enterobacteria)	632	Yersinia pestis	637385	ASM2282v1	Complete Genome	haploid	0	1	4	4626944	1	3	4	0	4626944	1	4802263	4802263	State Key Laboratory for Infectious Disease Prevention and Control, Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention	2009/11/04 00:00	2009/11/04 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/825/GCF_000022825.1_ASM2282v1/GCF_000022825.1_ASM2282v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/825/GCA_000022825.1_ASM2282v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/825/GCF_000022825.1_ASM2282v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/825/GCF_000022825.1_ASM2282v1/GCF_000022825.1_ASM2282v1_assembly_stats.txt
329	369468	GCF_000022805.1	SAMN02603871	2603871	PRJNA224116	23608	PRJNA224116	na	369468	None	D106004	None	Yersinia pestis D106004 (enterobacteria)	632	Yersinia pestis	637382	ASM2280v1	Complete Genome	haploid	0	1	4	4640720	1	3	4	0	4640720	1	4812922	4812922	State Key Laboratory for Infectious Disease Prevention and Control, Institute for Communicable Disease Control and Prevention	2009/11/04 00:00	2009/11/04 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/805/GCF_000022805.1_ASM2280v1/GCF_000022805.1_ASM2280v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/805/GCA_000022805.1_ASM2280v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/805/GCF_000022805.1_ASM2280v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/805/GCF_000022805.1_ASM2280v1/GCF_000022805.1_ASM2280v1_assembly_stats.txt
330	329361	GCF_000986995.1	SAMN02999506	2999506	PRJNA224116	1746858	PRJNA224116	na	1750058	LBFJ01	ZE94-2122	None	Yersinia pestis subsp. pestis bv. Orientalis (enterobacteria)	632	Yersinia pestis	1234661	YPES001-SEQ-2-ASM-1	Contig	haploid	307.389	0	83	99063	17	1	1	82	99063	17	4827235	4827235	µFORGE	2015/05/01 00:00	2015/05/01 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/986/995/GCF_000986995.1_YPES001-SEQ-2-ASM-1/GCF_000986995.1_YPES001-SEQ-2-ASM-1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/986/995/GCA_000986995.1_YPES001-SEQ-2-ASM-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/986/995/GCF_000986995.1_YPES001-SEQ-2-ASM-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/986/995/GCF_000986995.1_YPES001-SEQ-2-ASM-1/GCF_000986995.1_YPES001-SEQ-2-ASM-1_assembly_stats.txt
331	329311	GCF_000987005.1	SAMN03418619	3418619	PRJNA224116	1746738	PRJNA224116	na	1749998	LBFK01	125 B plague Bombay	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	YPES002-SEQ-1-ASM-1	Contig	haploid	202.96	0	117	79588	19	0	0	117	79588	19	4498212	4498212	µFORGE	2015/05/01 00:00	2015/05/01 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/987/005/GCF_000987005.1_YPES002-SEQ-1-ASM-1/GCF_000987005.1_YPES002-SEQ-1-ASM-1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/987/005/GCA_000987005.1_YPES002-SEQ-1-ASM-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/987/005/GCF_000987005.1_YPES002-SEQ-1-ASM-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/987/005/GCF_000987005.1_YPES002-SEQ-1-ASM-1/GCF_000987005.1_YPES002-SEQ-1-ASM-1_assembly_stats.txt
332	321101	GCF_000970105.1	SAMN03160723	3160723	PRJNA224116	1723788	PRJNA224116	na	1725348	None	KIM5	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	ASM97010v1	Chromosome	haploid	489	1	4	4605437	1	3	4	0	4605437	1	4787503	4786503	Los Alamos National Laboratory	2015/04/07 00:00	2015/04/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/105/GCF_000970105.1_ASM97010v1/GCF_000970105.1_ASM97010v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/105/GCA_000970105.1_ASM97010v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/105/GCF_000970105.1_ASM97010v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/105/GCF_000970105.1_ASM97010v1/GCF_000970105.1_ASM97010v1_assembly_stats.txt
333	310621	GCF_000950945.1	SAMN03256423	3256423	PRJNA224116	1681708	PRJNA224116	na	1690608	JYJX01	SCPM-O-B-6706	None	Yersinia pestis subsp. microtus bv. Ulegeica (enterobacteria)	632	Yersinia pestis	385969	ASM95094v1	Scaffold	haploid	25	0	326	31167	49	3	3	304	31167	49	4624800	4624800	SRCAMB	2015/03/11 00:00	2015/03/11 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/950/945/GCF_000950945.1_ASM95094v1/GCF_000950945.1_ASM95094v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/950/945/GCA_000950945.1_ASM95094v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/950/945/GCF_000950945.1_ASM95094v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/950/945/GCF_000950945.1_ASM95094v1/GCF_000950945.1_ASM95094v1_assembly_stats.txt
334	310611	GCF_000950935.1	SAMN03256459	3256459	PRJNA224116	1681698	PRJNA224116	na	1690648	JYJW01	SCPM-O-B-6906	None	Yersinia pestis subsp. microtus bv. Ulegeica (enterobacteria)	632	Yersinia pestis	385969	ASM95093v1	Scaffold	haploid	25	0	477	17821	84	3	3	463	17821	84	4523215	4523215	SRCAMB	2015/03/11 00:00	2015/03/11 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/950/935/GCF_000950935.1_ASM95093v1/GCF_000950935.1_ASM95093v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/950/935/GCA_000950935.1_ASM95093v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/950/935/GCF_000950935.1_ASM95093v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/950/935/GCF_000950935.1_ASM95093v1/GCF_000950935.1_ASM95093v1_assembly_stats.txt
335	251591	GCF_000835005.1	SAMN03256395	3256395	PRJNA224116	1527438	PRJNA224116	na	1580608	None	Nairobi	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	ASM83500v1	Chromosome	haploid	595	1	2	4463069	1	1	2	0	4563069	1	4572683	4472683	Los Alamos National Laboratory	2015/02/09 00:00	2015/02/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/005/GCF_000835005.1_ASM83500v1/GCF_000835005.1_ASM83500v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/005/GCA_000835005.1_ASM83500v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/005/GCF_000835005.1_ASM83500v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/005/GCF_000835005.1_ASM83500v1/GCF_000835005.1_ASM83500v1_assembly_stats.txt
336	251581	GCF_000834985.1	SAMN03202985	3202985	PRJNA224116	1527418	PRJNA224116	na	1580768	None	Pestoides G	None	Yersinia pestis Pestoides G (enterobacteria)	632	Yersinia pestis	649716	ASM83498v1	Complete Genome	haploid	586	1	3	4529728	1	2	3	0	4529728	1	4738142	4738142	Los Alamos National Laboratory	2015/02/09 00:00	2015/02/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/985/GCF_000834985.1_ASM83498v1/GCF_000834985.1_ASM83498v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/985/GCA_000834985.1_ASM83498v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/985/GCF_000834985.1_ASM83498v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/985/GCF_000834985.1_ASM83498v1/GCF_000834985.1_ASM83498v1_assembly_stats.txt
337	251551	GCF_000834925.1	SAMN03218157	3218157	PRJNA224116	1527358	PRJNA224116	na	1580688	None	Pestoides B	None	Yersinia pestis str. Pestoides B (enterobacteria)	632	Yersinia pestis	748678	ASM83492v1	Complete Genome	haploid	386	1	4	4607660	1	3	4	0	4607660	1	4794427	4794427	Los Alamos National Laboratory	2015/02/09 00:00	2015/02/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/925/GCF_000834925.1_ASM83492v1/GCF_000834925.1_ASM83492v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/925/GCA_000834925.1_ASM83492v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/925/GCF_000834925.1_ASM83492v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/925/GCF_000834925.1_ASM83492v1/GCF_000834925.1_ASM83492v1_assembly_stats.txt
338	251541	GCF_000834905.1	SAMN03216587	3216587	PRJNA224116	1527338	PRJNA224116	na	1580828	None	Java9	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	ASM83490v1	Chromosome	haploid	590	1	5	4672688	1	4	5	0	4672688	1	4830559	4829759	Los Alamos National Laboratory	2015/02/09 00:00	2015/02/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/905/GCF_000834905.1_ASM83490v1/GCF_000834905.1_ASM83490v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/905/GCA_000834905.1_ASM83490v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/905/GCF_000834905.1_ASM83490v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/905/GCF_000834905.1_ASM83490v1/GCF_000834905.1_ASM83490v1_assembly_stats.txt
339	251531	GCF_000834885.1	SAMN03216612	3216612	PRJNA224116	1527318	PRJNA224116	na	1580748	None	Nicholisk 41	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	ASM83488v1	Complete Genome	haploid	534	1	4	4523033	1	3	4	0	4523033	1	4700481	4700481	Los Alamos National Laboratory	2015/02/09 00:00	2015/02/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/885/GCF_000834885.1_ASM83488v1/GCF_000834885.1_ASM83488v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/885/GCA_000834885.1_ASM83488v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/885/GCF_000834885.1_ASM83488v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/885/GCF_000834885.1_ASM83488v1/GCF_000834885.1_ASM83488v1_assembly_stats.txt
340	251511	GCF_000834845.1	SAMN03177051	3177051	PRJNA224116	1527278	PRJNA224116	na	1580708	None	Angola	None	Yersinia pestis Angola (enterobacteria)	632	Yersinia pestis	349746	ASM83484v1	Complete Genome	haploid	367	1	4	4501786	1	3	4	0	4501786	1	4674610	4674610	Los Alamos National Laboratory	2015/02/09 00:00	2015/02/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/845/GCF_000834845.1_ASM83484v1/GCF_000834845.1_ASM83484v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/845/GCA_000834845.1_ASM83484v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/845/GCF_000834845.1_ASM83484v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/845/GCF_000834845.1_ASM83484v1/GCF_000834845.1_ASM83484v1_assembly_stats.txt
341	251501	GCF_000834825.1	SAMN03174669	3174669	PRJNA224116	1527258	PRJNA224116	na	1580668	None	Antiqua	None	Yersinia pestis Antiqua (enterobacteria)	632	Yersinia pestis	360102	ASM83482v1	Complete Genome	haploid	477	1	4	4708024	1	3	4	0	4708024	1	4884396	4884396	Los Alamos National Laboratory	2015/02/09 00:00	2015/02/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/825/GCF_000834825.1_ASM83482v1/GCF_000834825.1_ASM83482v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/825/GCA_000834825.1_ASM83482v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/825/GCF_000834825.1_ASM83482v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/825/GCF_000834825.1_ASM83482v1/GCF_000834825.1_ASM83482v1_assembly_stats.txt
342	251481	GCF_000834775.1	SAMN03161124	3161124	PRJNA224116	1527208	PRJNA224116	na	1580648	None	Dodson	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	ASM83477v1	Complete Genome	haploid	522	1	3	4654228	1	2	3	0	4654228	1	4777968	4777968	Los Alamos National Laboratory	2015/02/09 00:00	2015/02/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/775/GCF_000834775.1_ASM83477v1/GCF_000834775.1_ASM83477v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/775/GCA_000834775.1_ASM83477v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/775/GCF_000834775.1_ASM83477v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/775/GCF_000834775.1_ASM83477v1/GCF_000834775.1_ASM83477v1_assembly_stats.txt
343	251471	GCF_000834755.1	SAMN03074123	3074123	PRJNA224116	1527188	PRJNA224116	na	1580788	None	A1122	None	Yersinia pestis A1122 (enterobacteria)	632	Yersinia pestis	1035377	ASM83475v1	Complete Genome	haploid	0	1	3	4569625	1	2	3	0	4569625	1	4674565	4674565	Los Alamos National Laboratory	2015/02/09 00:00	2015/02/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/755/GCF_000834755.1_ASM83475v1/GCF_000834755.1_ASM83475v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/755/GCA_000834755.1_ASM83475v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/755/GCF_000834755.1_ASM83475v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/755/GCF_000834755.1_ASM83475v1/GCF_000834755.1_ASM83475v1_assembly_stats.txt
344	251341	GCF_000834495.1	SAMN03145064	3145064	PRJNA224116	1526908	PRJNA224116	na	1529348	None	El Dorado	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	ASM83449v1	Complete Genome	haploid	688	1	4	4662886	1	3	4	0	4662886	1	4838262	4838262	Los Alamos National Laboratory	2015/02/09 00:00	2015/02/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/495/GCF_000834495.1_ASM83449v1/GCF_000834495.1_ASM83449v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/495/GCA_000834495.1_ASM83449v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/495/GCF_000834495.1_ASM83449v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/495/GCF_000834495.1_ASM83449v1/GCF_000834495.1_ASM83449v1_assembly_stats.txt
345	251261	GCF_000834335.1	SAMN03120838	3120838	PRJNA224116	1526748	PRJNA224116	na	1529388	None	Shasta	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	ASM83433v1	Complete Genome	haploid	562	1	4	4659530	1	3	4	0	4659530	1	4835409	4835409	Los Alamos National Laboratory	2015/02/09 00:00	2015/02/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/335/GCF_000834335.1_ASM83433v1/GCF_000834335.1_ASM83433v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/335/GCA_000834335.1_ASM83433v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/335/GCF_000834335.1_ASM83433v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/335/GCF_000834335.1_ASM83433v1/GCF_000834335.1_ASM83433v1_assembly_stats.txt
346	251251	GCF_000834315.1	SAMN03121016	3121016	PRJNA224116	1526728	PRJNA224116	na	1529428	None	Pestoides F	None	Yersinia pestis Pestoides F (enterobacteria)	632	Yersinia pestis	386656	ASM83431v1	Complete Genome	haploid	723	1	3	4519828	1	2	3	0	4519828	1	4728318	4728318	Los Alamos National Laboratory	2015/02/09 00:00	2015/02/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/315/GCF_000834315.1_ASM83431v1/GCF_000834315.1_ASM83431v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/315/GCA_000834315.1_ASM83431v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/315/GCF_000834315.1_ASM83431v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/315/GCF_000834315.1_ASM83431v1/GCF_000834315.1_ASM83431v1_assembly_stats.txt
347	251231	GCF_000834275.1	SAMN02769655	2769655	PRJNA224116	1526688	PRJNA224116	na	1529488	None	Harbin35	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	ASM83427v1	Complete Genome	haploid	366	1	4	4531804	1	3	4	0	4531804	1	4709246	4709246	Los Alamos National Laboratory	2015/02/09 00:00	2015/02/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/275/GCF_000834275.1_ASM83427v1/GCF_000834275.1_ASM83427v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/275/GCA_000834275.1_ASM83427v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/275/GCF_000834275.1_ASM83427v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/275/GCF_000834275.1_ASM83427v1/GCF_000834275.1_ASM83427v1_assembly_stats.txt
348	251211	GCF_000834235.1	SAMN03074081	3074081	PRJNA224116	1526648	PRJNA224116	na	1529508	None	PBM19	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	ASM83423v1	Complete Genome	haploid	626	1	4	4685423	1	3	4	0	4685423	1	4861517	4861517	Los Alamos National Laboratory	2015/02/09 00:00	2015/02/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/235/GCF_000834235.1_ASM83423v1/GCF_000834235.1_ASM83423v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/235/GCA_000834235.1_ASM83423v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/235/GCF_000834235.1_ASM83423v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/235/GCF_000834235.1_ASM83423v1/GCF_000834235.1_ASM83423v1_assembly_stats.txt
349	231328	GCF_000182705.1	SAMN02404405	2404405	PRJNA41469	231308	None	na	231328	ADDC01	KIM D27	None	Yersinia pestis KIM D27 (enterobacteria)	632	Yersinia pestis	687916	ASM18270v1	Scaffold	haploid	33	0	9	4501057	1	3	3	1	4501057	1	4681648	4681648	J. Craig Venter Institute	2009/12/08 00:00	2009/12/08 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/182/705/GCF_000182705.1_ASM18270v1/GCF_000182705.1_ASM18270v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/182/705/GCA_000182705.1_ASM18270v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/182/705/GCF_000182705.1_ASM18270v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/182/705/GCF_000182705.1_ASM18270v1/GCF_000182705.1_ASM18270v1_assembly_stats.txt
